"DoubleTime","StringTime","I2 Mag","I2 Ang","kW","I2 THD","I2 TDD","kvar","I2 %HD01","I2 %HD02","I2 %HD03","I2 %HD04","I2 %HD05","I2 %HD06","I2 %HD07","I2 %HD08","I2 %HD09","I2 %HD10","I2 %HD11","I2 %HD12","I2 %HD13","I2 %HD14","I2 %HD15","I2 %HD16","I2 %HD17","I2 H01 ANG","I2 H02 ANG","I2 H03 ANG","I2 H04 ANG","I2 H05 ANG","I2 H06 ANG","I2 H07 ANG","I2 H08 ANG","I2 H09 ANG","I2 H10 ANG","I2 H11 ANG","I2 H12 ANG","I2 H13 ANG","I2 H14 ANG","I2 H15 ANG","V2 Ang","I2 H17 ANG"
"1558520891470","05/22/19  10:28:11.470   ","1.08","-136.6","0.341","25.8","0.6","0.197","100","1.03","19.43","0.47","10.76","0.55","9.18","0.24","5.82","0","3.33","0.26","1.79","0","1.73","0","0","-137.7","-40","-109.6","154.9","66","111.7","74","46.1","-92.5","0","-134.8","-86.9","-162.3","0","-143.9","-120.6","-17.5"
"1558520892431","05/22/19  10:28:12.431   ","1.08","-137.3","0.334","25.4","0.5","0.196","100","0.88","19.17","0.4","10.99","0.31","9.26","0.55","6.37","0","3.33","0.2","2.14","0","1.53","0.22","0.22","-136.9","103.8","-108.8","-128.1","69.7","53.3","76.9","-38.3","-95.4","0","-134.8","122","-172.1","0","-147","-120.5","145.4"
"1558520893449","05/22/19  10:28:13.449   ","1.1","-136.2","0.338","25.3","0.5","0.196","100","1.43","19.43","0.93","11.23","0","9.39","0.31","6.75","0.25","3.71","0.37","2.19","0.23","1.79","0","0.52","-137.6","-164","-110.7","-20.2","67","76.3","73.3","96.5","-92.1","0","-133.5","99.5","-166","65.2","-144.7","-120.5","92.1"
"1558520894452","05/22/19  10:28:14.452   ","1.07","-137","0.332","25.3","0.5","0.192","100","1.75","18.78","0.57","11.39","0.51","8.97","0.38","6.27","0.23","3.69","0.28","2.3","0","1.79","0","0.55","-136.8","-114","-108.5","136.9","68.5","83.8","77.7","-15.6","-96","-128.6","-127","132.8","-151.7","0","-157","-120.6","70.6"
"1558520895467","05/22/19  10:28:15.467   ","1.06","-137.4","0.333","25.7","0.5","0.196","100","1.13","19.24","0.32","11.36","0.2","9.4","0.52","6.48","0.2","3.92","0","2.55","0","1.8","0","0.73","-137.3","-3.2","-109.1","-17.1","69.4","0","77","172.6","-96.6","0","-127.3","-127","-160.6","0","-146","-120.5","86.4"
"1558520896434","05/22/19  10:28:16.434   ","1.08","-136.9","0.336","25.5","0.5","0.196","100","1.47","18.78","0.36","11.57","0","9","0","6.67","0","3.94","0.47","1.92","0.24","1.45","0","0.28","-137.5","157.2","-109","0","67.8","75.9","77.2","9","-97.8","0","-130.5","46.1","-158.7","83.5","-143","-120.5","125.7"
"1558520897448","05/22/19  10:28:17.448   ","1.08","-137.4","0.334","25.6","0.5","0.197","100","1.8","19.39","0.36","11.09","0.35","9.03","0.29","6.25","0","3.63","0.22","1.96","0.3","1.79","0.29","0.23","-137.6","-162.1","-110","62.6","66.3","114.3","73.2","0","-95","0","-136","0","-159.2","125.2","-142","-120.6","0"
"1558520898418","05/22/19  10:28:18.418   ","1.08","-136.7","0.337","25.8","0.5","0.194","100","1.17","19.14","0.33","11.45","0","9.04","0","6.39","0.31","3.69","0.32","1.12","0","1.19","0.33","0.46","-136.3","-28.7","-110.9","0","65.8","0","77.3","-121.5","-100.2","-132","-124.4","-128.3","-140.5","0","-155.1","-120.5","69.8"
"1558520899436","05/22/19  10:28:19.436   ","1.06","-137.7","0.338","25.2","0.5","0.196","100","1.66","18.87","1.01","11","0.33","9.06","0.43","6.4","0.4","3.79","0.41","2.06","0.3","1.7","0.24","0.26","-135.4","21.6","-111.2","-103.6","65.5","-117.8","80.1","140.8","-102.5","94.8","-119.4","131.4","-151.3","0","-175.6","-120.6","121.8"
"1558520900397","05/22/19  10:28:20.397   ","1.06","-137.4","0.342","25.7","0.5","0.196","100","2.01","19.54","0","11.17","0.34","9.31","0.36","6.66","0","3.45","0.27","1.84","0.32","1.6","0.39","0.42","-137.4","-171.4","-109.4","0","68.3","87.7","74.7","-25.9","-94.3","0","-130.5","68.2","-156.6","98.1","-142.1","-120.6","63.8"
